# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 10:05:52 2025
#
# User preference: *
#
# CONSTRAINT:  where (disc_facility like '%K2%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-58 d,K2-58,0,1,3,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,22.88114500000,,,0,,,,,1.78000000,,,0,0.15880096,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4998.00,,,0,0.760000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.74600000,1.43500000,-1.41300000,12.4150000,0.0570000,-0.0570000,10.2150000,0.0210000,-0.0210000,12.1319000,0.0004240,-0.0004240,2015-12-05,2016-01,2015-12-05
K2-58 d,K2-58,0,1,3,Transit,2016,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,22.88159000000,0.00211800000,-0.00222200000,0,,,,,1.75221592,0.19557774,-0.09281477,0,0.15632223,0.01744828,-0.00828038,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5134.00,50.00,-50.00,0,0.803348,0.034461,-0.019839,0,0.857874,0.021651,-0.027046,0,0.1100,0.0800,-0.0800,0,[Fe/H],4.540000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h15m17.24s,333.8218395,-14d02m59.49s,-14.0498570,181.74600000,1.43500000,-1.41300000,12.4150000,0.0570000,-0.0570000,10.2150000,0.0210000,-0.0210000,12.1319000,0.0004240,-0.0004240,2018-02-14,2018-03,2018-02-15
K2-59 b,K2-59,0,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,20.69150000000,0.00440000000,-0.00700000000,0,,,,,2.10000000,0.23000000,-0.29000000,0,0.19000000,0.02100000,-0.02600000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.640000,0.042000,-0.013000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.31300000,3.54400000,-3.46700000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2019-09-05,2019-09,2019-09-05
K2-59 b,K2-59,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,20.69210000000,0.00330000000,-0.00330000000,0,0.1354000000,0.0043000000,-0.0043000000,0,2.41000000,0.31000000,-0.31000000,0,0.21500580,0.02765635,-0.02765635,0,,,,,,,,,,,,,,17.1000,3.8000,-3.8000,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.00,93.00,-93.00,0,0.731000,0.072000,-0.072000,0,0.774000,0.073000,-0.073000,0,,,,,,4.592000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.31300000,3.54400000,-3.46700000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2016-07-14,2016-09,2016-07-18
K2-59 b,K2-59,0,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,20.69845300000,,,0,,,,,2.69000000,,,0,0.23998573,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4775.00,,,0,0.730000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.31300000,3.54400000,-3.46700000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2015-12-05,2016-01,2015-12-05
K2-59 c,K2-59,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,11.29540000000,0.00100000000,-0.00100000000,0,0.0905000000,0.0028000000,-0.0028000000,0,2.30000000,0.29000000,-0.29000000,0,0.20519226,0.02587207,-0.02587207,0,,,,,,,,,,,,,,38.3000,8.4000,-8.4000,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5055.00,93.00,-93.00,0,0.731000,0.072000,-0.072000,0,0.774000,0.073000,-0.073000,0,,,,,,4.592000,0.050000,-0.050000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.31300000,3.54400000,-3.46700000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2016-07-14,2016-09,2016-07-18
K2-59 c,K2-59,0,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,11.29515800000,,,0,,,,,2.47000000,,,0,0.22035864,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4775.00,,,0,0.730000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.31300000,3.54400000,-3.46700000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2015-12-05,2016-01,2015-12-05
K2-59 c,K2-59,0,1,2,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.29665000000,0.00074000000,-0.00074000000,0,,,,,2.08000000,0.17000000,-0.19000000,0,0.18600000,0.01500000,-0.01700000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.640000,0.042000,-0.013000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m46.21s,338.9425500,-14d01m39.82s,-14.0277270,311.31300000,3.54400000,-3.46700000,14.2660000,0.1140000,-0.1140000,11.8380000,0.0230000,-0.0230000,13.9395000,0.0003300,-0.0003300,2019-09-05,2019-09,2019-09-05
K2-6 b,K2-6,1,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,30.94191000000,0.00467000000,-0.00467000000,0,0.1898000000,0.0056000000,-0.0056000000,0,2.50000000,0.88000000,-0.88000000,0,0.22303506,0.07850834,-0.07850834,0,,,,,,,,,,,,,,,,,,615.00,105.00,-105.00,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5850.00,79.00,-98.00,0,0.960000,0.140000,-0.090000,0,0.970000,0.070000,-0.070000,0,-0.1400,0.1700,-0.2000,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.81900000,6.45800000,-6.21000000,12.6600000,0.0690000,-0.0690000,11.0690000,0.0200000,-0.0200000,12.5018000,0.0001810,-0.0001810,2015-07-13,2015-08,2015-07-16
K2-6 b,K2-6,0,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,30.94030000000,0.00230000000,-0.00270000000,0,,,,,2.44000000,0.12000000,-0.28000000,0,0.21800000,0.01100000,-0.02500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.864900,0.006400,-0.008700,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.81900000,6.45800000,-6.21000000,12.6600000,0.0690000,-0.0690000,11.0690000,0.0200000,-0.0200000,12.5018000,0.0001810,-0.0001810,2019-09-05,2019-09,2019-09-05
K2-6 b,K2-6,0,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,30.94459300000,0.00304600000,-0.00318300000,0,,,,,2.31215242,0.16732223,-0.11947777,0,0.20627642,0.01492749,-0.01065909,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5617.00,53.00,-53.00,0,0.863020,0.034063,-0.030039,0,0.930340,0.029234,-0.029659,0,-0.1200,0.0800,-0.0800,0,[Fe/H],4.670000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.81900000,6.45800000,-6.21000000,12.6600000,0.0690000,-0.0690000,11.0690000,0.0200000,-0.0200000,12.5018000,0.0001810,-0.0001810,2018-02-14,2018-03,2018-02-15
K2-6 b,K2-6,0,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,30.93490000000,0.00630000000,-0.00630000000,0,0.1882000000,0.0020000000,-0.0020000000,0,2.50000000,1.40000000,-1.40000000,0,0.22303506,0.12489963,-0.12489963,0,,,,,,,,,,,,,,28.6000,4.7000,-4.7000,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5767.00,58.00,-58.00,0,1.010000,0.080000,-0.080000,0,0.930000,0.030000,-0.030000,0,,,,,,4.398000,0.074000,-0.074000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.81900000,6.45800000,-6.21000000,12.6600000,0.0690000,-0.0690000,11.0690000,0.0200000,-0.0200000,12.5018000,0.0001810,-0.0001810,2016-07-14,2016-09,2016-07-18
K2-6 b,K2-6,0,1,1,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,30.94464800000,,,0,,,,,3.06000000,,,0,0.27299491,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5710.00,,,0,0.960000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m46.11s,178.1921152,-01d11m54.39s,-1.1984418,316.81900000,6.45800000,-6.21000000,12.6600000,0.0690000,-0.0690000,11.0690000,0.0200000,-0.0200000,12.5018000,0.0001810,-0.0001810,2015-12-05,2016-01,2015-12-05
K2-60 b,K2-60,0,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,3.00234671000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5630.00,109.64,-100.55,0,1.454790,0.076465,-0.068756,0,1.000000,0.163139,-0.087235,0,0.1800,0.1000,-0.1000,0,[M/H],4.112470,0.067156,-0.080162,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87000000,11.47000000,-10.96900000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2016-12-21,2016-10,2016-12-21
K2-60 b,K2-60,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,3.00262700000,0.00001800000,-0.00001800000,0,0.0417900000,0.0007700000,-0.0007700000,0,9.90000000,1.00000000,-1.00000000,0,0.88321884,0.08921402,-0.08921402,0,,,,,,,,,,,,,,1212.0000,265.0000,-265.0000,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5749.00,98.00,-98.00,0,1.470000,0.150000,-0.150000,0,1.080000,0.060000,-0.060000,0,,,,,,4.139000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87000000,11.47000000,-10.96900000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2017-01-31,2016-09,2016-07-18
K2-60 b,K2-60,0,1,1,Transit,2016,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.00262150000,0.00001860000,-0.00001860000,0,,,,,14.06720000,2.02594000,-2.02594000,0,1.25499369,0.18074257,-0.18074257,0,,,,,,,,,,,,,,4289.2700,,,0,2254.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5630.00,105.10,-105.10,0,1.450000,0.070000,-0.070000,0,,,,,,,,,,4.110000,0.070000,-0.070000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87000000,11.47000000,-10.96900000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2022-08-09,2017-07,2022-08-09
K2-60 b,K2-60,0,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,3.00260000000,0.00120000000,-0.00120000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5630.00,109.64,-100.55,0,1.454790,0.076465,-0.068756,0,1.000000,0.163139,-0.087235,0,0.1800,0.1000,-0.1000,0,[M/H],4.112470,0.067156,-0.080162,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87000000,11.47000000,-10.96900000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2016-06-09,2016-06,2016-06-09
K2-60 b,K2-60,0,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,3.00265400000,0.00001300000,-0.00001300000,0,,,,,10.45000000,0.64000000,-0.39000000,0,0.93230000,0.05700000,-0.03500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.525000,0.092000,-0.051000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87000000,11.47000000,-10.96900000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2019-09-05,2019-09,2019-09-05
K2-60 b,K2-60,0,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,3.00263760000,,,0,,,,,6.45000000,,,0,0.57543046,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5425.00,,,0,0.860000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h34m25.50s,338.6062312,-13d43m54.50s,-13.7318044,491.87000000,11.47000000,-10.96900000,12.8570000,0.0570000,-0.0570000,10.9930000,0.0210000,-0.0210000,12.6108000,0.0003140,-0.0003140,2015-12-05,2016-01,2015-12-05
